Price,Close,High,Low,Open,Volume,Log_Returns,Normalized_Log_Returns
Ticker,537.7000732421875,MSFT,MSFT,MSFT,MSFT,,
Datetime,537.7000732421875,MSFT,MSFT,MSFT,MSFT,0.0,
2025-07-31 13:30:00+00:00,537.7000732421875,555.4500122070312,535.6699829101562,555.2249755859375,20637289,0.0,
2025-07-31 14:30:00+00:00,537.0,538.969970703125,534.4099731445312,537.760009765625,6145472,-0.0013028255206091292,
2025-07-31 15:30:00+00:00,536.4580078125,537.697998046875,535.260009765625,537.0399780273438,3188351,-0.001009806121174057,
2025-07-31 16:30:00+00:00,534.4967041015625,537.14990234375,533.6649780273438,536.4500122070312,2976092,-0.0036627242623462693,
2025-07-31 17:30:00+00:00,534.3699951171875,535.5,532.5401000976562,534.510009765625,2787802,-0.0002370903407527508,
2025-07-31 18:30:00+00:00,532.2100219726562,534.8900146484375,532.2000122070312,534.2999877929688,2919130,-0.0040502842032454365,
2025-07-31 19:30:00+00:00,533.5650024414062,535.2000122070312,531.9000244140625,532.2449951171875,4948243,0.0025427152405561055,
2025-08-01 13:30:00+00:00,527.9500122070312,535.7999877929688,526.8300170898438,535.3150024414062,7628330,-0.01057929944781238,
2025-08-01 14:30:00+00:00,523.625,529.2498779296875,523.3001098632812,528.0,3664293,-0.008225826106891073,
2025-08-01 15:30:00+00:00,524.280029296875,524.8499755859375,522.6400146484375,523.625,2916874,0.0012501693643514084,
2025-08-01 16:30:00+00:00,523.2849731445312,524.2593994140625,520.8599853515625,524.219970703125,3010129,-0.0018997512312693922,
2025-08-01 17:30:00+00:00,524.27001953125,524.4299926757812,522.4000244140625,523.239990234375,2149370,0.0018806586459674222,
2025-08-01 18:30:00+00:00,524.1300048828125,524.9749755859375,523.6400146484375,524.2750244140625,2080860,-0.0002671015757524139,
2025-08-01 19:30:00+00:00,524.0,525.8900146484375,523.219970703125,524.0549926757812,2883378,-0.00024807014945390127,
2025-08-04 13:30:00+00:00,535.0468139648438,536.4600219726562,528.135009765625,528.1900024414062,5974073,0.020862561484848774,
2025-08-04 14:30:00+00:00,533.6300048828125,536.8900146484375,533.1900024414062,535.0150146484375,2653560,-0.0026515217456291383,
2025-08-04 15:30:00+00:00,536.72998046875,537.3099975585938,533.2999877929688,533.6500244140625,2262479,0.005792414320239372,
2025-08-04 16:30:00+00:00,537.2999877929688,537.5399780273438,536.5599975585938,536.7899780273438,1407307,0.0010614366350648271,
2025-08-04 17:30:00+00:00,537.510009765625,538.25,536.6500244140625,537.3400268554688,2330501,0.00039080763261669944,0.06707868191785413
2025-08-04 18:30:00+00:00,535.0900268554688,537.7899780273438,534.9600219726562,537.5031127929688,2525823,-0.004512375412537809,-0.6916875643385151
2025-08-04 19:30:00+00:00,535.469970703125,535.6799926757812,534.0800170898438,535.0750122070312,3508438,0.000709803961430941,0.14858893547736973
2025-08-05 13:30:00+00:00,534.0700073242188,537.219970703125,533.469970703125,537.219970703125,4415740,-0.0026178809716287856,-0.37843805444220646
2025-08-05 14:30:00+00:00,532.3685302734375,534.0700073242188,531.469970703125,534.0599975585938,2531107,-0.003190954629873546,-0.4509584337947495
2025-08-05 15:30:00+00:00,532.9400024414062,533.1900024414062,530.7000122070312,532.3099975585938,1409356,0.0010728764582953777,0.19700812171463272
2025-08-05 16:30:00+00:00,531.594970703125,533.1900024414062,531.280029296875,532.9149780273438,1184909,-0.002526985938377942,-0.3650580845325532
2025-08-05 17:30:00+00:00,530.5599975585938,532.5549926757812,530.5,531.5750122070312,1166718,-0.0019488182101802894,-0.2912052621477727
2025-08-05 18:30:00+00:00,529.0,530.5499877929688,528.3900146484375,530.5499877929688,2262201,-0.00294461604701122,-0.4086226424852903
2025-08-05 19:30:00+00:00,527.719970703125,529.4299926757812,527.239990234375,529.0,2331489,-0.0024226473586709788,-0.42117885332403004
2025-08-06 13:30:00+00:00,526.3200073242188,531.7000122070312,525.0999755859375,530.8200073242188,4565076,-0.002656377805981673,-0.5387633345263412
2025-08-06 14:30:00+00:00,525.6649780273438,526.7899780273438,524.594970703125,526.3200073242188,2808174,-0.001245320780522433,-0.25449568182493154
2025-08-06 15:30:00+00:00,526.7899780273438,527.2000122070312,525.27001953125,525.6500244140625,1635775,0.002137859529297752,0.3336472022323307
2025-08-06 16:30:00+00:00,525.8499755859375,526.8175048828125,525.25,526.793212890625,1282919,-0.0017859909041929671,-0.35766898495216165
2025-08-06 17:30:00+00:00,526.260009765625,526.4199829101562,525.3200073242188,525.8400268554688,1695558,0.0007794512097705345,0.10649699482071173
2025-08-06 18:30:00+00:00,525.4600219726562,526.739990234375,525.4000244140625,526.27001953125,1961535,-0.0015212944949489992,-0.3059022133324866
2025-08-06 19:30:00+00:00,524.8400268554688,525.5,524.030029296875,525.4600219726562,2877140,-0.0011806058466687886,-0.09135262641374407
2025-08-07 13:30:00+00:00,524.5800170898438,528.030029296875,523.4500122070312,526.5700073242188,3694576,-0.0004955304073819135,0.153081856165625
2025-08-07 14:30:00+00:00,524.489990234375,526.4229125976562,524.1950073242188,524.530029296875,1458217,-0.00017163174061064488,0.5552567991923737
2025-08-07 15:30:00+00:00,522.2949829101562,524.85498046875,521.1500244140625,524.489990234375,1464616,-0.00419381362494418,-1.5331656767697457
2025-08-07 16:30:00+00:00,520.9600219726562,524.9400024414062,520.5700073242188,522.27001953125,1113730,-0.0025592240820827617,-0.5603607100171593
2025-08-07 17:30:00+00:00,518.697021484375,521.3098754882812,517.5510864257812,520.9949951171875,1663538,-0.0043533664808341,-1.5868625254309008
2025-08-07 18:30:00+00:00,519.2849731445312,519.4400024414062,518.2100219726562,518.6699829101562,1470381,0.0011328746087702329,1.486997582793155
2025-08-07 19:30:00+00:00,521.0999755859375,521.0999755859375,518.7899780273438,519.3099975585938,1934989,0.003489101384857065,2.252885833950494
2025-08-08 13:30:00+00:00,522.9550170898438,524.6599731445312,522.1199951171875,522.5599975585938,3213769,0.0035535359133036146,1.9368768564982626
2025-08-08 14:30:00+00:00,521.3300170898438,523.0800170898438,520.6900024414062,522.9550170898438,1971295,-0.0031121796414067303,-0.87528341825176
2025-08-08 15:30:00+00:00,521.0700073242188,521.6900024414062,519.4099731445312,521.3099975585938,1346818,-0.0004988675459087847,0.2201404761981844
2025-08-08 16:30:00+00:00,521.9400024414062,522.27001953125,520.9400024414062,521.0635986328125,944739,0.0016682396349218052,1.0632499644539044
2025-08-08 17:30:00+00:00,522.5800170898438,523.25,521.8800048828125,521.958984375,1495953,0.0012254714444277024,0.7894431951562662
2025-08-08 18:30:00+00:00,521.9749755859375,522.77001953125,521.8986206054688,522.5999755859375,1238835,-0.0011584676265296702,-0.2667953800232708
2025-08-08 19:30:00+00:00,522.1199951171875,522.22998046875,520.1300048828125,521.989990234375,2561633,0.00027778992572841533,0.3025812461439719
