Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
datetime,,,,,
2024-05-15 13:30:00+00:00,171.52999877929688,172.5500030517578,170.50999450683594,170.7899932861328,11891684
2024-05-15 17:30:00+00:00,172.58999633789062,172.64999389648438,171.3699951171875,171.52999877929688,8005113
2024-05-16 13:30:00+00:00,173.6999969482422,175.11500549316406,172.69000244140625,173.3000030517578,16150827
2024-05-16 17:30:00+00:00,174.1699981689453,174.80499267578125,173.7104949951172,173.72000122070312,7188149
2024-05-17 13:30:00+00:00,176.0,176.19000244140625,173.69000244140625,174.3800048828125,11704965
2024-05-17 17:30:00+00:00,176.1300048828125,176.26499938964844,175.13999938964844,176.0050048828125,6799757
2024-05-20 13:30:00+00:00,176.62330627441406,178.77000427246094,176.0800018310547,176.19200134277344,10365587
2024-05-20 17:30:00+00:00,176.9199981689453,177.44500732421875,176.40499877929688,176.63999938964844,4973509
2024-05-21 13:30:00+00:00,177.13499450683594,177.889892578125,175.80999755859375,176.89999389648438,7705523
2024-05-21 17:30:00+00:00,177.8800048828125,178.14999389648438,177.0,177.14999389648438,5134674
2024-05-22 13:30:00+00:00,175.875,177.14999389648438,175.2100067138672,176.6439971923828,8868467
2024-05-22 17:30:00+00:00,176.3800048828125,176.3800048828125,175.2100067138672,175.8699951171875,5004561
2024-05-23 13:30:00+00:00,174.8699951171875,178.25,174.7100067138672,177.07000732421875,8673388
2024-05-23 17:30:00+00:00,173.57000732421875,174.89999389648438,172.9499969482422,174.8699951171875,6778342
2024-05-24 13:30:00+00:00,175.35499572753906,175.75979614257812,173.64999389648438,175.10000610351562,8416852
2024-05-24 17:30:00+00:00,174.97000122070312,175.77000427246094,174.7899932861328,175.3699951171875,4695139
2024-05-28 13:30:00+00:00,175.97000122070312,177.27000427246094,174.3800048828125,174.5,11471435
2024-05-28 17:30:00+00:00,176.44000244140625,176.44000244140625,175.3800048828125,175.97500610351562,5147501
2024-05-29 13:30:00+00:00,176.66000366210938,176.83599853515625,174.72000122070312,175.4300994873047,10370799
2024-05-29 17:30:00+00:00,175.91000366210938,176.69000244140625,175.65499877929688,176.66000366210938,4536252
2024-05-30 13:30:00+00:00,173.2498016357422,175.22000122070312,172.6199951171875,175.1999969482422,9404068
2024-05-30 17:30:00+00:00,172.11000061035156,173.39999389648438,171.7899932861328,173.25,6541728
2024-05-31 13:30:00+00:00,170.27999877929688,173.05999755859375,169.44000244140625,171.86000061035156,11534647
2024-05-31 17:30:00+00:00,172.50999450683594,172.9949951171875,170.06500244140625,170.3000030517578,8016619
2024-06-03 13:30:00+00:00,172.22000122070312,174.52000427246094,171.16000366210938,172.5500030517578,11721137
