datetime,Close,High,Low,Open,Volume,Log_Returns,Normalized_Log_Returns
2024-05-15 13:30:00,477.1700134277344,477.1700134277344,471.20001220703125,474.9800109863281,5450681,,
2024-05-15 17:30:00,481.6600036621094,482.4999084472656,476.82000732421875,477.25,4581461,0.009365628889913684,
2024-05-16 13:30:00,474.37139892578125,477.69000244140625,472.75,474.9800109863281,10234453,-0.015247921631506242,
2024-05-16 17:30:00,473.2300109863281,476.75,473.0,474.385009765625,4007151,-0.002409005473185944,
2024-05-17 13:30:00,471.17999267578125,472.25,468.4200134277344,470.5899963378906,6111523,-0.004341380380175716,
2024-05-17 17:30:00,471.968994140625,472.0,468.8800048828125,471.25,2767111,0.001673121977395585,
2024-05-20 13:30:00,468.5849914550781,473.20001220703125,467.0400085449219,469.95001220703125,6300196,-0.00719579596532324,
2024-05-20 17:30:00,468.8399963378906,470.29998779296875,468.2300109863281,468.6199951171875,3495159,0.0005440539614863832,
2024-05-21 13:30:00,463.8200988769531,470.70001220703125,462.2699890136719,467.1199951171875,7209157,-0.010764791937358154,
2024-05-21 17:30:00,464.75,465.4999084472656,463.1510009765625,463.8999938964844,3164678,0.0020028674949324012,
2024-05-22 13:30:00,471.3381042480469,473.71990966796875,467.34271240234375,467.8999938964844,5727826,0.014076053302628034,
2024-05-22 17:30:00,467.7900085449219,471.3399963378906,465.6499938964844,471.3247985839844,2448608,-0.007556184372701165,
2024-05-23 13:30:00,467.4364013671875,474.35809326171875,465.1300048828125,472.70001220703125,6157607,-0.0007561959132825506,
2024-05-23 17:30:00,465.8299865722656,467.42999267578125,461.5400085449219,467.3399963378906,3672612,-0.0034425677431142183,
2024-05-24 13:30:00,476.8800048828125,479.84991455078125,466.29998779296875,467.6199951171875,7372697,0.023444165275667565,
2024-05-24 17:30:00,478.2200012207031,478.4700012207031,474.69000244140625,476.8500061035156,3155319,0.002805983056301877,
2024-05-28 13:30:00,477.3599853515625,480.8599853515625,474.8399963378906,476.69000244140625,5401208,-0.0017999876795801427,
2024-05-28 17:30:00,479.9200134277344,480.489990234375,475.0409851074219,477.2300109863281,3213876,0.005348558796474178,
