datetime,^IXIC,^NDX,XSW,XLK,VGT,IXN,FTEC,IYW,QQQ,IGM,SMH,SOXX,XSD,TECL,FANG,SKYY,BOTZ,ARKK,PNQI,FDN,HACK,CIBR,XLC,XNTK,QTEC
2025-06-18 14:30:00,-0.0003649717022211628,-0.0004826051930062964,0.003717515130247828,0.000120447443844669,-0.00040554181752258797,0.0014254071601239539,-6.018554015637008e-05,-0.0006151706672788474,-0.00047081231010557124,-0.0013480325697071344,0.0010365015859425384,-0.0008540096785819608,-0.004712921202141443,-0.0001630357932649821,-0.005817709941414201,-4.431940432199442e-05,0.00371420657465344,0.008508017867783008,-0.00025652302017129436,-0.0012915073491475077,-0.0016340761856583974,-0.0012985720862857242,-0.0015635315569702722,0.000771744897385991,-0.0002105456195683128
2025-06-18 15:30:00,-6.987506593936525e-05,-0.0002444983563994387,-0.0010048564665890245,0.00016766027584331014,0.00032112661437298643,-0.0002041139485368025,6.429550406360902e-05,0.00022798284718535404,-0.00021633241421371342,0.00023654933139111525,0.000635298253155055,0.00011621491631091897,-0.0005005427039582775,0.0008835096498163411,-0.000866908510609503,-0.002330172434845146,0.00010660048513679357,0.006578286866614987,-0.0018341223025493483,-0.0006476054462263687,0.001068797183224542,0.001230910767305868,0.0014321126393327718,-0.0006805900141093769,-0.0010869848710175173
2025-06-18 17:30:00,-0.0001493499050189565,8.946782584642898e-05,-0.004695432435424866,0.000282235101732293,2.2810302939263363e-05,-0.0007859137572186563,3.5525273019061145e-05,5.080772952791588e-05,0.00016234839087618871,0.00018935508225024415,-0.00042278284382966556,-2.0505240737628272e-05,0.0009739682583969384,0.000612877622159105,-0.0011981338115628136,0.0008464798816252344,0.0003434990938702832,0.007580222614237384,-0.001983697071346456,8.513084375345393e-05,0.0008669254756993898,0.0005704014322674114,-0.0004070340409829123,-0.00046224667773750124,-0.00027560552137841044
2025-06-18 18:30:00,0.00012934904682039084,-0.0002777599755251323,-0.0014040211882545514,-0.00048196024895912244,0.0002354021852413327,0.0006677854166936537,-0.00011447451469437289,0.0005446962855160022,-0.0006401542734956749,-0.0006022274688311808,0.0006645293536105181,0.0005051692804696828,1.0360305413248568e-05,-0.0012906406468008898,-0.0010656299697973937,0.00300550772052666,0.0005811130323792844,0.00212910940949413,0.0015876958165574866,0.0003326539584038819,-3.1508515979045484e-06,-0.0009487880873400934,-0.0021327524534134985,-0.0024460084998619023,0.0006990106202255024
2025-06-18 19:30:00,-0.000420278058878089,-0.0005024177772091325,0.0009143321998090973,0.0009072048939574445,0.0009874113745236765,0.0007174229552861268,0.0010964824420652193,0.0008585760346682399,-0.0002353980865562827,-0.00023426745327074431,-0.0021515365682512897,-0.002114419506012065,0.0013342986848805822,0.0020733516473330545,-0.0003939942361580672,-0.002318433244863063,-0.00020865353695022175,0.005750112101224423,-0.0013229830637286474,-0.0012235755856722552,-0.0007039593033529728,0.000431515681952085,-0.00043252304047353986,0.0009254797022380671,-0.00048106410211378337
2025-06-20 13:30:00,-0.0007306881871838378,0.0002420438017731445,-0.0015224779165540615,0.0013868541818869706,0.0019123957049892977,0.0012400556305033885,0.0006118219546205933,0.0011980047806561599,0.0006006203586873212,-0.0005987168564432082,-0.0002526738074806402,-0.0014782343549093403,0.00043469310116474834,0.0036552370883602865,0.00800301908035419,-0.004004711489351473,-0.005405749930774967,0.0027963164504873697,-0.0005758031055498112,-0.0010050367614451608,0.002822922892113713,0.00221180571253862,0.0024205172521317457,-0.0036807939820668076,6.609117719583494e-05
2025-06-20 14:30:00,0.00010724550545793089,0.00012071719973405417,0.0019266271445842157,0.0010604131840920303,0.0009426945471278287,0.0005282055628111691,0.0011168652348240368,0.0003345010918464151,-0.0005824194389778136,-0.00011340543286926692,-0.0024862822186235535,-0.0015408597242646503,-0.004528030022278282,0.0033710083191269904,0.0010909847947202407,0.002391191273698265,-0.0005770442464023006,0.005620899236690178,-0.0006703807008201883,-0.0015506138967806826,-0.0009306172828103236,-0.0018116273726618776,-0.002982554525398957,0.0017356326656977612,-0.00018685193666098665
2025-06-20 15:30:00,-4.4512367255971385e-05,-0.0002422972809261869,-0.0012341015386391797,-0.00045372171102778274,6.630738028973014e-05,-0.0003793466703347901,-0.0001558362649275432,1.48474883597158e-05,0.0003639804682209755,-0.00018717141297884077,0.000546455954569739,0.00014061503254798034,0.0011946212767703322,-0.0012802281130127064,-0.0012566622478956697,-0.0014661316033911412,0.0007388021766337935,0.001216832979185777,-2.8931099152841385e-05,0.0003654363206955623,0.00014097205689050018,0.0007432791944382401,0.0003230891453809532,-0.0007134246680953972,0.00047407443107345753
2025-06-20 16:30:00,4.4830106000774174e-05,-5.717917468369598e-05,-0.0012009629635438808,-0.0002786899294095163,-9.724076566811459e-05,0.000995219161190575,-0.00014639170878397124,-6.0581690055351925e-05,-0.0002996214749995396,-0.0005044467111116006,-0.00047117718035503227,-0.00164366100063059,0.0024756775757816627,-0.0012100722171577843,-0.0018367303155190058,1.7821863778719887e-05,0.00121802051732903,0.0016199399470379731,0.0008040649516365388,-0.0005492728451688385,0.001168321293322081,-0.0008485025072739287,-0.0015217698501979937,0.002366045831501717,-0.0008136990337537899
2025-06-20 17:30:00,0.00024358626477679994,0.0006089969122286556,0.0025233730868284895,0.00041059705247389715,2.5961217778516267e-05,-0.00026384960123568236,0.0001174572354987486,-7.6110255575719335e-06,0.000882631210609764,3.0488662576191785e-05,-0.00011185003147133523,0.0009256636383446759,-0.002174740024508673,0.0015037489577553412,0.002005222383179783,3.9860000704533506e-05,-0.0013256396455063268,0.0009246524873338224,-0.000651719000441769,0.00022573731393840148,-0.0006524877249011438,0.0003412733480292365,-0.000873246261896662,-0.0024674496169534376,-0.0004522284482948351
